Population in severe multidimensional poverty (%),"Population, total (millions)",Expected years of schooling (years),"Human Development Index (HDI), male","Population, ages 65 and older (millions)","Population, urban (%)",Inequality-adjusted education index,"Maternal mortality ratio (deaths per 100,000 live births)","Foreign direct investment, net inflows (% of GDP)",Inequality-adjusted income index,Employment to population ratio (% ages 15 and older),"Population with at least some secondary education, male (% ages 25 and older)","Gross domestic product (GDP), total (2011 PPP $ billions)",Multidimensional poverty index (MPI),"Estimated gross national income per capita, male (2011 PPP$)",Life Expectancy Index,"Labour force participation rate, male (% ages 15 and older)",Gender Development Index (GDI),Inequality in life expectancy (%),Female share of paid employment in non-agriculture,Domestic credit provided by financial sector (% of GDP),Adult literacy rate (% ages 15 and older),Exports and Imports (% of GDP),Youth unemployment rate (% of labour force ages 15-24),HDI rank,Total unemployment rate (% of labour force),Old age dependency ratio (old age (65 and older) per 100 people (ages 15-64)),"Mean years of schooling, male (years)",Life expectancy at birth (years),Overall loss in HDI due to inequality (%),Inequality-adjusted life expectancy index,"Population in multidimensional poverty, headcount (thousands)","Dependency ratio, young age (0-14) (per 100 people ages 15-64)","Human Development Index (HDI), female","Net migration rate (per 1,000 people)","Gross enrolment ratio, secondary (% of secondary school-age population)","Under-five mortality rate (per 1,000 live births)","Remittances, inflows (% of GDP)",Inequality-adjusted HDI (IHDI),"Estimated gross national income per capita, female (2011 PPP$)",Primary school teachers trained to teach (%),Inequality in education (%),"Infant mortality rate (per 1,000 live births)",Coefficient of human inequality,Gross domestic product (GDP) per capita (2011 PPP $),"Pupil-teacher ratio, primary school (number of pupils per teacher)",Sex ratio at birth (male to female births),Internet users (% of population),Education index,"Population with at least some secondary education, female (% ages 25 and older)","Youth unemployment rate, female to male ratio","Life expectancy at birth, male (years)","Gross enrolment ratio, pre-primary (% of preschool-age children)",Inequality in income (%),"Mean years of schooling, female (years)",Gross fixed capital formation (% of GDP),Share of seats in parliament (% held by women),"Population, ages 15–64 (millions)","Expected years of schooling, male (years)","Labour force participation rate, female (% ages 15 and older)",Forest area (% of total land area),Population with at least some secondary education (% ages 25 and older),"Adolescent birth rate (births per 1,000 women ages 15-19)",Mean years of schooling (years),name,Median age (years),"Gross enrolment ratio, primary (% of primary school-age population)","Total unemployment rate, female to male ratio",Mobile phone subscriptions (per 100 people),"Life expectancy at birth, female (years)","Population, under age 5 (millions)",Gender Inequality Index (GII),"Gross enrolment ratio, tertiary (% of tertiary school-age population)","Population in multidimensional poverty, headcount (%)","Population in multidimensional poverty, intensity of deprivation (%)","HIV prevalence, adult (% ages 15-49)",Private capital flows (% of GDP),Income index,Labour force participation rate (% ages 15 and older),Gross national income (GNI) per capita (2011 PPP$),Human Development Index (HDI),Population near multidimensional poverty (%),"Expected years of schooling, female (years)"
,3.431555,15.51185,0.785567729,0.496,95.311,0.642069033,15,3.27024,0.58610235,60.55171585,51.58184,68.46725439,,24014.05313,0.882323077,76.32266998,1.017076347,9.5083,48.7,36.29009176,98.42512,44.8988,20.32351303,54,7.339850903,22.50099938,8.30174,77.351,15.72856797,0.798429152,,33.38240906,0.798982357,-1.763,,10.1,0.218604,0.669777454,14607.59203,,10.43235,8.7,15.367478,19952.25325,,1.05,64.6,0.716853722,54.96662,1.098004967,73.687,,26.161784,8.8173,19.93979811,19.23076923,2.201,14.42254,55.41798019,10.54165238,53.38448,56.147,8.57907,Uruguay,34.85648878,,1.518423174,160.209644,80.762,0.241,0.284048423,,,,0.5,-2.519283,0.793765588,65.34817505,19148.05627,0.794785893,,16.62844
,127.017224,13.29909,0.775276291,8.213,79.246,0.52533032,38,2.64649,0.506340538,59.51105499,59.04298,2096.030749,,22115.20753,0.876492308,79.49991608,0.950589032,13.2167,40.1,53.74000066,94.38968,72.7967,8.790996552,77,4.299540043,9.809232515,8.58032,76.972,22.9252234,0.760648949,,41.87236769,0.73696914,-0.853,,13.2,2.28704,0.587065391,10709.76106,,19.74609,11.3,22.40735633,16501.9411,,1.05,57.431043,0.654585328,56.05904,1.065030436,74.568,,34.259279,8.21097,22.19154217,40.57507987,83.739,13.13264,45.38203812,33.97206718,57.44859,62.832,8.554984833,Mexico,27.44782886,,1.057673759,85.304417,79.391,11.617,0.345334133,,,,0.2,-3.506355,0.770208373,62.18470764,16383.10668,0.761682897,,13.46629
,5.850743,13.28786,0.793281798,0.476,87.792,0.498178628,15,4.97184,0.517303506,43.70379257,55.38866,76.74566281,,20712.32156,0.915953846,70.25725555,0.893232018,7.248,,206.0485881,93.94225,121.883,21.61938286,76,7.058224678,11.98690498,8.720795777,79.537,20.99128475,0.849565511,,35.35078916,0.708584701,49.078,,8.3,15.8819,0.602711016,5843.957093,,24.053,7.1,20.42866667,13117.25072,,1.05,74,0.655955637,53.02489,1.070278666,77.853,,29.985,8.282883373,27.57713108,3.125,3.972,13.56014,23.463871,13.42130987,54.15014,12.42,8.605452453,Lebanon,28.51414908,,1.938577373,87.066232,81.493,0.461,0.381129375,,,,0.1,-5.321147,0.738846685,47.02276993,13311.57619,0.76284118,,13.0259
,6.453184,9.468868,0.450731387,0.172,39.942,0.197148533,1360,11.5914,0.332792342,64.48223877,29.708,9.660056155,,1707.66873,0.4818,68.55971527,0.870756509,43.3607,,17.21946382,48.09047,59.1738,5.27124691,179,3.426855326,4.8564781,4.22,51.317,37.75872834,0.272888147,,77.06894447,0.39247729,-0.687,,120.4,1.47939,0.261607696,1354.335808,,47.29928,87.1,36.62684,1496.944168,,1.02,2.5,0.374090778,16.79,0.703240997,50.775,,19.22054,2.6,13.30480452,12.39669421,3.549,9.958607997,65.04096985,42.17234691,23.13,118.167,3.332,Sierra Leone,18.52734289,,0.474643617,89.52968,51.868,1.004,0.65018722,,,,1.3,,0.411976437,66.77036285,1529.176083,0.42031226,,9.117444977
,29.893488,12.16651,0.710666251,1.392,36.365,0.729036171,36,1.601,0.489153937,55.58057404,99.92466,176.6175566,,7667.981062,0.76,76.17319489,0.945757174,24.3337,,,99.59366,42.8394,19.79735565,105,10.08864689,6.970328197,12.27,69.4,15.83638592,0.57506388,,42.68020924,0.672117705,-1.353,,39.1,4.65139,0.589707847,3890.962335,,1.423,33.9,15.27647333,5642.823578,,1.06,42.8,0.739560111,99.86237,1.05164198,65.136,,20.07272,11.82,23.77168566,16.4,19.975,12.17195,48.34137726,7.569111425,99.89288,17.709,12.048045,Uzbekistan,26.31505477,,1.004799364,73.319925,71.936,3.195,0.286893247,,,,0.2,,0.611998729,61.81708527,5748.226043,0.700668399,,11.80221
,11.253554,14.64156,0.752061048,0.853,66.842,0.420681864,62,2.32876,0.567489912,40.60890198,49.93836831,119.1438436,,15966.79274,0.845876923,71.29496765,0.90434471,12.1967,,90.21435344,81.77949,,34.48920441,97,14.81652355,10.9948755,7.79,74.982,22.46414999,0.742707852,,33.82525743,0.68012243,-0.602,,14,5.45534,0.561793423,4662.341261,,34.57692,12.1,21.87595333,10726.14232,,1.05,48.519836,0.643017517,37.53074286,1.01723982,72.675,,18.85424,6.672,,31.33640553,7.769,14.19286928,25.07758331,6.700566426,43.86173577,6.801,7.089225505,Tunisia,31.16200855,,1.516070012,129.931498,77.392,0.982,0.288824792,,,,0.1,,0.699346352,47.67227554,10248.57789,0.724559572,,15.10157579
,0.887861,6.29223,,0.037,77.343,0.164619659,229,,0.410465889,24.10488129,,,,4440.863998,0.650723077,68.13795471,,32.5317,,,,,,172,53.92842865,6.637145229,,62.297,34.57146241,0.439031798,,51.89672258,,-3.723,47.06902,65.3,,0.309564807,1980.8958,100,46.974,54.2,33.73816333,,33.02204,1.04,11.922431,0.310450833,,,60.692,4.73977,21.70879,,,12.72727273,0.559,6.79053,36.50095367,0.241587575,,21.504,4.07,Djibouti,23.59770812,66.26309,,34.679845,63.959,0.102,,,,,1.6,,0.524280936,52.32051086,3216.176031,0.473134229,,5.7819
,0.091818,13.9489,,0.006,23.773,,,11.8755,,,,1.984674229,,,0.865169231,,,8.3771,,68.02729517,,97.7973,,62,,10.43464467,,76.236,,0.792693139,,35.21573604,,-0.125,,8.1,1.67689,,,,,5.8,,21615.30668,,1.03,65.2,0.694366543,,,73.709,,,,24.9694112,25.71428571,0.063,13.25035,,22.27272727,,44.765,9.206912964,Antigua and Barbuda,30.94873817,,,137.222017,78.611,0.007,,,,,,,0.807042363,,20907.21742,0.785589002,,14.62407
,46.121699,17.70032,0.893994247,8.666,79.579,0.776550775,5,1.92757,0.683805718,45.28335571,76.71258,1523.190063,,41505.11644,0.965646154,64.76607513,0.973525324,3.4736,48.6,193.6249873,98.09797,63.8058,49.36825562,27,22.44203186,28.32774064,9.98412,82.767,10.53331347,0.932103469,,22.43620594,0.870326039,-2.558,,4.1,0.220438,0.791022621,24376.67985,,5.07123,3.5,10.13094333,32814.45207,,1.06,78.6896,0.818035222,70.89261,0.988501868,80.03,,21.848,9.60884,20.3682054,37.98701299,30.593,17.3815,52.34866714,36.82027548,73.71435,8.417,9.79079,Spain,43.15110512,,1.14947686,107.895185,85.42,2.144,0.080539691,,,,0.4,3.759132,0.874968929,58.38646317,32778.51507,0.884153255,,18.03125
,48.228704,13.59537,0.728392475,3.393,76.436,0.520000874,64,4.0886,0.444000256,61.7447319,59.60005,626.4024954,,15386.98162,0.834292308,79.80800629,1.003968281,14.3504,46.5,52.60229945,94.67554,38.9507,20.51726913,95,9.952443123,10.2498508,7.506012964,74.229,24.58849154,0.714568024,,35.36519638,0.731282941,-0.616,,15.9,1.60047,0.548458314,10216.9311,,17.39615351,13.6,23.7101845,12988.1677,,1.05,55.904973,0.629511694,50.26665,1.283561836,70.703,,39.384,7.594483127,26.7030364,20.89552239,33.12,13.33591063,57.92113113,52.72802163,54.9334,50.178,7.555875831,Colombia,30.04975866,,1.719569552,115.744774,77.835,3.738,0.392622538,,,,0.5,-5.907873,0.732480296,68.56902313,12762.20529,0.727287287,,14.54964
,11.178921,10.64743,0.422492112,0.276,12.057,0.249197381,712,0.238575,0.250726878,82.40119171,9.586,7.743347156,,752.0833052,0.571046154,82.66241455,0.918733035,40.8404,,28.45779972,85.62481,40.037,2.858506918,184,1.518477559,4.686891102,3.5904,57.118,31.5535146,0.33782862,,84.96780394,0.38815746,0.775,,81.7,1.57655,0.276363236,631.6868581,,36.86809,54.1,30.61692667,692.6739312,,1.03,4.866224,0.39472492,7.056,1.065693857,55.129,,14.14229,2.63,21.66024537,37.80487805,5.894,11.07874,84.63903809,10.74766355,8.7,28.255,2.968889261,Burundi,17.62246928,,1.497061602,46.220957,59.184,2.062,0.473951831,,,,1,,0.292026049,83.67173004,691.1825738,0.403765415,,10.24224
,0.892145,15.3,,0.051,53.728,0.695344342,30,7.57865,0.515857394,50.18925095,66.4764043,7.690010689,,11676.25657,0.771553846,71.29240417,,12.2882,,119.9099274,,136.976,18.15321922,91,7.654032707,8.91258909,10.232538,70.151,15.29016397,0.676743766,,43.9357182,,-6.557,,22.4,5.06641,0.623808493,4695.023562,,10.463,19.1,15.11706667,8619.687034,,1.06,46.328729,0.7766,73.876,1.226100972,67.307,,22.6,10.85392391,17.05628464,16,0.583,,37.02713394,55.67597154,72.944,44.813,10.548,Fiji,27.56008702,,1.778530762,108.202172,73.353,0.088,0.358011329,,,,,,0.666482421,54.34915161,8244.755707,0.73640621,,
,0.284215,15.29256,0.790612922,0.041,31.475,0.730460871,27,5.71611,,58.15715027,90.58,4.384225789,,18376.56484,0.858046154,70.71166229,1.006110099,7.8481,,,,81.2065,30.40799522,54,12.27198315,21.30871595,10.34521675,75.773,,0.790705834,,29.13486274,0.795443645,1.547,,13,2.43355,,11801.12494,,5.54685,12,,15425.73681,,1.04,76.11,0.773357872,93.024,1.086831607,73.316,,,10.56865556,12.95214559,19.60784314,0.188,13.89259,62.35148239,14.65116279,92.6,40.684,10.45693616,Barbados,38.53981949,,1.056788147,116.456683,78.118,0.017,0.291409578,,,,1.6,,0.756397156,66.29255676,14951.61701,0.794719158,,16.70102
,24.23539,10.34614,0.527162665,0.687,35.105,0.319896381,353,5.18465,0.310069635,84.56182861,,33.283528,,1549.69395,0.700230769,89.08822632,0.94815808,24.8008,,17.97501264,64.6563,69.6827,3.637663364,158,2.174271345,5.117531427,6.082378,65.515,27.01314325,0.526567937,,75.21585712,0.49983354,-0.044,,49.6,4.28315,0.373801459,1091.038453,,35.01448,35.9,26.75118667,1373.344023,,1.03,4.173972,0.492257939,,1.127560962,63.994,,20.43828,6.657855,14.81185368,20.52980132,13.44,10.51112,83.84951019,21.43863871,,116.157,6.145954825,Madagascar,18.71589345,,1.670303344,46.015352,67.046,3.77,,,,,0.4,,0.389722137,86.44129181,1319.699397,0.512149003,,10.18246
,59.797685,16.25827,0.898811038,13.401,68.964,0.733687784,4,0.438594,0.696184802,42.51628494,83.30018881,2042.167085,,44843.90538,0.974430769,58.14398193,0.962774814,3.0082,45.6,171.3637588,99.15498,57.2751,42.10735703,26,12.11820412,35.08134996,11,83.338,11.51499567,0.945117943,,21.46280099,0.86535263,1.77,,3.5,0.524422,0.784465674,22910.3059,,9.85659,2.9,11.20853333,33587.12264,,1.06,65.5716,0.813911725,79.08954915,1.066313135,80.854,,20.76081,10.49362204,16.51931838,30.07360673,38.197,15.87831,39.30560684,31.60739784,82.33294346,6.01,10.86879343,Italy,45.87601283,,1.12156462,151.318514,85.661,2.57,0.084572088,,,,0.4,6.293997,0.878586469,48.3789444,33572.98249,0.886552111,,16.65427
,0.77483,12.51544,0.637076078,0.038,38.644,0.249515187,148,1.7143,0.517450506,64.70126343,13.44665,5.889768672,,8308.143575,0.766953846,72.7700882,0.899782406,20.6895,,54.34062626,64.88745,115.996,9.206473351,132,2.5886693,7.43740544,4.167767412,69.852,29.39527634,0.60827493,,39.46595076,0.573229846,2.675,,32.9,1.00179,0.428241324,5657.223952,,44.81067,27.2,28.36305667,7601.36891,,1.04,39.8,0.452107658,5.83601,1.081968192,69.567,,19.589,2.130913039,56.75825239,8.333333333,0.528,12.40413,58.71349716,72.27562505,9.58021,21.437,3.133696413,Bhutan,26.74722741,,1.595601565,87.119379,70.112,0.066,0.477287288,,,,,,0.643507115,66.42066956,7081.45304,0.606533532,,12.62911
,40.234882,7.20526,0.525516021,1.34,33.806,0.182044772,311,2.06593,,41.5806427,18.848,158.0220281,,5775.293005,0.6728,72.16218567,0.83941474,31.8105,,20.94326089,75.89989,18.9816,22.48535347,165,13.58026314,5.925089096,4.13,63.732,,0.458778956,,72.11003368,0.441125894,-4.191,,70.1,0.180085,,1902.127086,,42.67139,47.6,,3927.488294,,1.04,26.614929,0.317546111,13.7,1.204269226,62.22,,,2.99,17.88148753,31.04166667,22.601,7.43819,24.25517273,8.084991582,16.31,74.036,3.522,Sudan,19.43792184,,1.701368682,70.528246,65.276,5.952,0.57483889,,,,0.3,-2.062583,0.55131038,48.11474991,3846.370533,0.490188348,,6.96555
,28.5137,12.21763,0.58232,1.581,18.615,0.266501382,258,0.089225,0.40982254,80.47194672,41.244,65.96338765,,2717.551969,0.769061538,86.7694397,0.924672175,19.6375,,75.14988764,64.66379,53.2327,5.133399487,144,3.05477643,8.977577299,4.9812,69.989,27.05264119,0.618037079,,52.86416179,0.538455101,-2.689,67.16985,35.8,32.2307,0.407164538,1979.388147,94.42307,43.89112,29.4,25.81347,2313.392778,23.09923,1.07,17.581618,0.474971844,24.096,0.810308021,68.567,85.41809,13.91179,3.238105263,,29.54924875,17.617,12.1612,79.66197205,25.3644925,32.036,71.908,4.067797,Nepal,23.11438328,135.4335,0.807239218,96.749108,71.45,2.807,0.497411024,,,,0.2,,0.476049555,83.00763702,2337.069534,0.558162139,,12.66343
,0.41867,14.59462,0.885398115,0.08,95.407,0.734335457,9,,0.74212527,49.48416901,81.15891,,,41803.64136,0.934246154,65.9681015,0.9232538,4.4923,42,,94.1388,,12.32670116,33,5.401135921,29.02316134,11.6487,80.726,8.118990191,0.892277014,,21.7614285,0.817447174,3.01,,6.4,,0.786364334,17293.71317,,5.98891,5.1,8.030646667,,,1.06,76.184,0.781115778,72.68831,0.849229293,79.047,,13.61073,10.91669,,12.85714286,0.276,14.96628,38.80801392,1.09375,76.88652,16.612,11.27129,Malta,41.53736442,,0.978693295,129.297907,82.371,0.019,0.217238795,,,,,,0.85904797,52.30947495,29499.56023,0.855850775,,14.32753
,16.924929,18.11654,0.946291265,3.084,90.496,0.859025344,7,8.96381,0.812239106,59.92106628,90.27729,785.4204156,,62777.46153,0.949323077,70.24072266,0.94618967,3.7327,48.3,218.8710999,,154.31,8.788678169,7,6.075369835,27.94101866,12.23344,81.706,6.880158364,0.913887694,,25.32447369,0.89537102,1.311,,3.8,0.181361,0.86071803,30112.38796,,4.248,3.2,6.79384,46374.36827,,1.05,93.0965,0.897135667,86.17873,1.065955158,79.85,,12.40082,11.62782,19.53941512,36.44444444,11.043,18.06575,57.52972031,11.16721117,88.18831,3.987,11.91407,Netherlands,42.68952258,,0.912773365,123.53843,83.471,0.885,0.043606863,,,,,4.475955,0.927222271,63.79696274,46325.57658,0.924312171,,18.17053
,0.542975,12.70659526,0.730131734,0.037,66.043,0.510019815,155,4.03254,0.480631487,50.24126053,56.78714188,8.671497144,,21512.39091,0.788876923,68.6306076,0.971633842,13.5662,,53.37248947,95.57191,91.0986,18.55374146,97,7.766939163,10.38071122,8.467254225,71.277,24.01667109,0.681856302,,40.37532485,0.709420702,-1.885,,21.3,0.137468,0.550846645,10501.25824,,19.02641,19,23.30425333,15970.34328,,1.07,42.763828,0.629859457,57.715771,1.608502348,68.161,,37.32015,8.196222751,50.13643214,25.49019608,0.362,11.99757739,40.50624847,98.28205128,57.61154227,46.129,8.306954336,Suriname,28.9683343,,2.791341687,180.689062,74.584,0.048,0.447629578,,,,1.1,-5.541479,0.766803824,54.47207642,16017.98831,0.724957241,,12.9811906
,0.10446,11.68109,,0.005,22.424,,100,,,,,,,,0.757969231,,,19.8059,,,,,,127,,7.075449698,,69.268,,0.607846603,,55.32874178,,-15.748,,34.7,,,,,,28.6,,,,1.07,31.501081,0.648510374,,,68.244,,,,,0.1,0.065,,,91.81428571,,14.979,9.72106955,Micronesia (Federated States of),21.5452399,,,,70.274,0.012,,,,,,,0.52777699,,3291.479682,0.637783068,,
,2.078453,12.8942,0.765281558,0.256,57.104,0.601683238,8,1.91011,0.50923536,40.85777283,55.60108,26.44763951,,15790.29125,0.854338462,68.11012268,0.946818432,7.5696,43,59.64666188,97.82632,113.33,49.42525101,82,26.87533569,17.42379251,9.82509,75.532,16.70465108,0.789668457,,23.9707422,0.724582685,-0.483,,5.5,3.04344,0.62312774,9049.825473,,10.592,4.8,16.07679667,12724.67528,,1.05,70.3802,0.672963536,40.16013,0.961202148,73.249,,30.06879,8.875207734,25.01407548,33.33333333,1.469,12.81271,43.89019775,39.57176844,47.79691,17.56,9.443739404,The former Yugoslav Republic of Macedonia,37.5044723,,0.932696681,105.378402,77.854,0.115,0.160163069,,,,,-2.546545,0.728194693,55.87413406,12405.21668,0.748094279,,12.97992
,8.064036,15.99801,0.908851432,0.906,92.14,0.796322196,5,3.88759,0.638689882,60.80010605,90.32773,265.4130867,,39248.45354,0.962476923,69.36714172,0.972845789,3.8961,49.4,83.17970071,,59.4235,8.073066711,19,4.999623299,18.44652527,12.70801,82.561,13.47688424,0.92497786,,45.68289052,0.884172288,0.504,,4,0.288136,0.777744111,23312.96103,,8.446,3.2,12.90836667,31670.69432,,1.05,78.885179,0.869784167,87.30312,1.047062708,80.779,,26.383,12.77064,18.58599253,26.66666667,4.914,15.5214,58.8622818,7.624768946,88.76219,9.685,12.76185,Israel,30.25676532,,1.014071495,133.46755,84.222,0.832,0.103144991,,,,,1.734257,0.867584772,63.99985504,31214.7148,0.898885927,,16.49711
,0.329425,18.99422,0.938033052,0.044,94.137,0.883797784,3,2.32929,0.788749915,70.8347168,97.18124686,14.04316743,,43575.07739,0.964984615,77.49988556,0.965197774,2.8913,51.5,108.0015369,,100.384,8.728673935,9,4.374475479,20.78919516,12.56,82.724,5.801147262,0.937084015,,30.80300032,0.905387413,-0.234,,2,1.14815,0.867674674,30530.99978,,2.48965,1.6,5.702643333,42449.18713,,1.04,98.2,0.906363052,100,0.821002509,81.248,,11.72698,12.152,19.2221869,41.26984127,0.217,17.93243,70.66488647,0.490773067,98.59062343,6.067,12.19089155,Iceland,35.9686057,,1.104486992,114.014576,84.174,0.023,0.051298534,,,,,20.50214,0.893534531,74.07511139,37065.21451,0.921109598,,20.09165
,16.211767,12.5123,0.60120318,0.471,40.922,0.451926544,224,7.79659,0.275460795,67.27907562,48.874,58.78072896,,4126.063143,0.627984615,80.88703156,0.923853263,33.7873,,29.44802171,63.37661,,19.65667152,139,10.65829086,5.683538901,7.42,60.819,35.64115209,0.415805569,,89.71878752,0.55542352,-0.458,,64,0.274981,0.372682771,2803.359024,,21.73491,43.3,34.6935,3625.806426,,1.03,21,0.577430556,52.33462249,0.963605412,58.813,,48.55829,6.384,,12.65822785,8.297,13,69.82115936,65.4232637,51.80722,90.437,6.896,Zambia,16.88384189,,1.018722776,74.471778,62.857,2.851,0.526143286,,,,12.9,,0.535481412,75.30534363,3463.712718,0.579069986,,12.07
,15.129273,9.46770044,0.52325652,0.444,43.721,0.196139215,315,2.50524,0.340089417,51.74659348,19.24318147,34.61076049,,2813.895129,0.721984615,70.16204071,0.886375944,25.0194,,35.98448361,55.66825,73.5821,13.14183235,162,9.320000648,5.50334705,3.562264979,66.929,33.08869574,0.541348397,,82.09850128,0.463801992,-1.424,,47.2,11.7123,0.330530445,1706.278918,,44.74737,41.7,32.48568667,2287.668448,,1.04,21.690264,0.354986206,10.2229539,1.352055053,64.921,,27.69029,2.108072063,27.02713729,42.66666667,8.063,9.749399343,45.01119995,42.96992676,13.88542,78.567,2.759835808,Senegal,17.98392773,,1.727509118,99.946758,68.782,2.601,0.521060459,,,,0.5,,0.470323303,57.06505203,2250.133629,0.493982965,,9.241502423
,7.619321,9.8997375,,0.23,13.005,0.371199673,215,,,68.13043976,14.746,,,3047.411891,0.657984615,71.04688263,,26.5351,,,64.23469,,6.657109261,154,3.128309488,5.028881452,5.29,62.769,,0.48338774,,62.06075851,,0,,57.3,,,2362.24871,,11.463,44.5,,,,1.08,7.9,0.419259375,8.796,1.07519943,60.684,,,3.702,,2.702702703,4.559,,69.59938812,74.10457978,11.744,54.842,4.328,Papua New Guinea,21.20784213,,1.297518491,46.646809,64.974,0.996,0.594943564,,,,0.8,,0.498511883,70.33059692,2711.765948,0.516168319,,
,15.602751,10.31433,0.534902195,0.462,32.376,0.449633154,443,3.03032,0.268233589,74.72280884,64.72983174,26.33706961,,1822.012086,0.603076923,87.30874634,0.92667218,31.2243,,,86.50256,75.0012,15.35169315,154,9.32100296,5.347743573,8.21278,59.2,28.5427468,0.414770375,,75.0432891,0.495678983,-2.974,,70.7,,0.368462311,1360.172311,,17.39521,46.6,28.13177,1687.976025,,1.02,16.36,0.5443185,51.92383055,1.119369061,57.724,,35.7758,7.2967,13.19712972,35.14285714,8.65,10.45141,77.75159454,36.35000646,57.7011434,109.67,7.73428,Zimbabwe,18.92731584,,1.373834392,84.788804,60.67,2.505,0.540215352,,,,14.7,,0.417651895,82.40365601,1587.723183,0.515640183,,10.17981
,80.688545,17.09594,0.942492513,17.138,75.301,0.890877451,6,1.37754,0.786713262,57.56048965,96.95881,3586.498823,,54449.78379,0.939876923,66.43331909,0.96367918,3.6783,48.3,135.1311676,,86.0314,7.076295853,4,4.606500626,32.24459642,13.61,81.092,7.170182709,0.90530543,,19.56146166,0.908260412,3.103,,3.7,0.457781,0.859296787,35868.02381,,2.58042,3.1,7.003056667,44053.06812,,1.06,87.5898,0.91447474,96.38145,0.923518575,78.731,,14.75045,12.91,20.03159391,36.85714286,53.152,17.28894,54.52801895,32.76238021,96.66103,6.694,13.18762553,Germany,46.21778959,,0.834900056,116.712283,83.417,3.384,0.066459848,,,,,8.431705,0.922835677,60.34006119,44999.64714,0.925668941,,16.89826
,5.669081,19.1888,0.938098811,1.073,87.676,0.895888039,6,0.566143,0.789420007,58.12670517,98.53444,246.424929,,52292.77572,0.929415385,66.15856934,0.97037586,3.8434,49.1,219.0357421,,100.175,10.79901218,5,6.312821388,29.55045519,12.9116,80.412,7.187487436,0.893694234,,26.31098105,0.91030844,3.452,,3.5,0.422411,0.858190312,36857.31205,,2.97301,2.9,7.040966667,43415.22942,,1.06,96.3305,0.923339,89.07753,0.945898772,78.499,,14.30649,12.5578,19.05331653,37.4301676,3.638,18.43154,58.03953934,14.42847042,89.46311,4.04,12.70017,Denmark,41.60590358,,1.043502109,128.341938,82.294,0.295,0.04148721,,,,,-2.07987,0.921213295,62.04339981,44518.92402,0.92464937,,19.96471
,17.625226,14.97189,0.789789252,1.186,53.247,0.757795091,12,2.18089,0.71189595,67.20529938,100,427.2494022,,28231.82023,0.762892308,76.98045349,1.00629073,11.5881,,44.85677234,99.79017,53.3037,5.05484581,56,5.630135536,10.12179604,11.65,69.588,10.10001598,0.674487584,,40.14824749,0.794757603,1.884,109.1081,14.1,0.095411,0.713916506,16359.26603,100,5.874,12.6,10.05106667,24352.8462,16.2004,1.06,72.866013,0.805085833,99.68289609,1.158867769,64.84,60.3708,12.6911,11.722,,20.12987013,11.729,14.58744,66.06627655,1.225691744,100,27.889,11.676,Kazakhstan,29.33710221,110.56368,1.342386247,187.173902,74.327,1.948,0.202381137,46.03991,,,0.2,,0.815376153,71.21479034,22093.08651,0.794123063,,15.36966
,38.611794,16.37393,0.851520931,5.998,60.539,0.80563459,3,1.54871,0.684591915,52.66729736,86.94408,943.7515587,,29664.7457,0.886461538,65.26006317,1.005980721,5.1778,47.3,73.55176522,99.79141,95.9319,19.88077354,36,7.363407135,22.3435492,11.99742,77.62,9.503672874,0.840562333,,21.4991302,0.85661364,-0.382,,5.2,1.42907,0.773950642,18921.06207,,5.39706,4.5,9.31873,24835.89804,,1.06,67.997,0.851595722,81.08059,1.016785085,73.635,,17.38133,11.85313,20.13705121,24.82142857,26.844,15.53432,49.14278793,30.81218771,83.85263,13.4,11.90293,Poland,39.59228168,,1.055496516,148.706553,81.527,1.994,0.137015303,,,,,-0.2571701,0.82861648,56.85366058,24116.99224,0.855228789,,17.24029
,5.227791,4.99466,,0.138,22.637,,501,,,76.85797882,,,,1693.257791,0.679784615,90.24053955,,25.9477,,,73.76997,,13.01138592,179,8.376927376,4.82083976,,64.186,,0.503396143,,78.38498381,,-6.453,,46.5,,,1285.67222,,,34.1,,,,1.05,1.083733,0.267392256,,1.092156802,61.997,,,,,22,2.853,5.55126,77.68858337,14.95049505,,54.337,3.859551,Eritrea,18.59670763,,1.205532359,7.049953,66.31,0.815,,,,,0.6,,0.408040961,83.88496399,1489.850738,0.420153487,,4.42465
,5.939962,13.00323,0.670882088,0.251,35.707,0.685361957,76,11.5707,0.42659857,57.74803162,99.92846886,19.21059594,,4089.568092,0.7814,77.05089569,0.966627639,13.6361,42.3,19.00589447,99.52097,,14.6318264,120,8.167235374,6.566329545,10.70371403,70.791,12.27535093,0.674847515,,48.78190773,0.648493169,-3.997,,21.3,25.6808,0.582168023,2123.751234,,4.97927,19,12.11684,3224.877613,,1.06,30.247043,0.721276249,100,1.141654515,66.847,,17.73515,10.93117011,,19.16666667,3.825,12.698,49.40219498,3.321167883,99.96423443,39.597,10.80226247,Kyrgyzstan,25.12559374,,1.303297972,132.797205,74.8,0.78,0.39445767,,,,0.2,-10.79535,0.518567249,62.88391113,3096.796097,0.663631066,,13.31719
,0.070473,13.52401627,,,85.115,,,,,,73.65604,,,,0.945507692,,,,49.3,,,,,32,,,10.31156,81.458,,,,,,,,2.8,,,,,,2.1,,,,,96.91,0.717503119,72.03069,,,,,10.21224,,39.28571429,,,,34.04255319,72.84459,,10.25508,Andorra,,,,88.123533,,,,,,,,,0.932521104,,47979.45411,0.858451656,,
